Country_Code,ICAO_Code,Category_Code,Description,Latitude,Longitude
ZA,ESVEV,WPT,ESVEV,-25.98695,30.60532778
ZA,ESVIR,WPT,&nbsp;,-28.08848333,30.82881944
ZA,ETBIN,WPT,&nbsp;,-32.20867778,27.69589167
ZA,ETBUL,WPT,&nbsp;,-33.999025,21.37337222
ZA,ETBUX,WPT,&nbsp;,-25.90661167,26.26613275
ZA,ETGAX,WPT,&nbsp;,-33.75668056,22.37223333
ZA,ETGEB,WPT,&nbsp;,-32.50404722,28.58429167
ZA,ETGIS,WPT,&nbsp;,-31.08663611,25.14915278
ZA,ETKAL,WPT,&nbsp;,-32.91344397,22.56000969
ZA,ETKON,WPT,&nbsp;,-33.41888889,26.93931111
ZA,ETLEK,WPT,&nbsp;,-33.21086667,18.224475
ZA,ETLIG,WPT,"&nbsp;

FAOR RNAV GNSS",-26.69666667,28.28305556
ZA,ETLUR,WPT,&nbsp;,-30.90706389,28.21519167
ZA,ETMAL,WPT,&nbsp;,-27.57280278,30.383475
ZA,ETMIT,WPT,&nbsp;,-23.21346944,27.628525
ZA,ETMOS,WPT,&nbsp;,-28.37333333,35.93833333
ZA,ETMUS,WPT,&nbsp;,-28.33327572,16.45161875
ZA,ETOBO,WPT,&nbsp;,-23.65,-10
ZA,ETOSA,WPT,&nbsp;,-24.71511111,26.05360556
ZA,ETOVU,WPT,&nbsp;,-32.35619167,28.39536944
ZA,ETULA,WPT,&nbsp;,-34.35,10
ZA,IMKUP,WPT,&nbsp;,-24.82102792,28.23907011
ZA,ETUPO,WPT,&nbsp;,-28.1855435,18.11938994
ZA,ETUPU,WPT,"&nbsp;

FAWB RNAV GNSS",-25.66429175,28.48895389
ZA,EVARI,WPT,&nbsp;,-27.68025278,30.05421944
ZA,EVEMU,WPT,&nbsp;,-30.68465278,27.25497778
ZA,EVESI,WPT,EVESI,-28.59852778,25.18686111
ZA,EVIDO,WPT,&nbsp;,-29.64578333,32.08025
ZA,EVIPI,WPT,&nbsp;,-24.86672278,27.84843172
ZA,EVOPO,WPT,&nbsp;,-25.20671758,27.19400058
ZA,EVUKI,WPT,&nbsp;,-33.16687347,18.35051381
ZA,EVUVA,WPT,&nbsp;,-30.75996667,28.59504722
ZA,EXABU,WPT,&nbsp;,-31.63225556,27.81288611
ZA,EXANO,WPT,&nbsp;,-26.63014233,26.84306739
ZA,EXATA,WPT,&nbsp;,-29.76611111,30.02083333
ZA,EXELO,WPT,&nbsp;,-33.325108,22.40732853
ZA,EXOBI,WPT,&nbsp;,-26.04785183,29.14758919
ZA,EXOKU,WPT,&nbsp;,-26.66955556,26.57781944
ZA,GABGO,WPT,&nbsp;,-33.66755556,23.28983611
ZA,GABNA,WPT,&nbsp;,-24.16666667,28.56666667
ZA,GADNU,WPT,&nbsp;,-33.48099167,21.10866389
ZA,GAGNO,WPT,&nbsp;,-25.55256389,31.63032222
ZA,GEDOL,WPT,&nbsp;,-29.84374722,26.16782778
ZA,GEPES,WPT,&nbsp;,-28.010275,25.29661944
ZA,GERAM,WPT,&nbsp;,-34.05,0
ZA,GERAX,WPT,&nbsp;,-27.31596667,31.38636389
ZA,GEROX,WPT,&nbsp;,-27.38028006,28.8286415
ZA,GERUT,WPT,&nbsp;,-32.94431667,23.55574444
ZA,GESIL,WPT,&nbsp;,-22.31666667,31
ZA,GETEN,WPT,&nbsp;,-34.05732778,19.60325
ZA,GETIM,WPT,"&nbsp;

FASZ RNAV GNSS",-25.09298806,31.555925
ZA,GETOK,WPT,&nbsp;,-29.51296944,30.15495278
ZA,GEVIN,WPT,&nbsp;,-27.69831944,14.168975
ZA,GEVIS,WPT,&nbsp;,-29.69374722,33.96043333
ZA,GEVUX,WPT,GEVUX,-26.96297222,22.47563361
ZA,GEXIP,WPT,&nbsp;,-32.24988056,19.24946667
ZA,GUBAG,WPT,&nbsp;,-18,9.666666667
ZA,IBRIS,WPT,&nbsp;,-28.86666667,25.95
ZA,IBRUN,WPT,&nbsp;,-28.89020833,18.48333333
ZA,IBTEK,WPT,&nbsp;,-29.71778819,25.21320044
ZA,IBVIT,WPT,&nbsp;,-28.41489444,21.00012222
ZA,IBMES,WPT,IBMES,-27.38855833,22.55746639
ZA,IMGEV,WPT,&nbsp;,-27.98591667,28.29225
ZA,IMKID,WPT,IMKID,-25.96205,31.11700278
ZA,IMKUS,WPT,&nbsp;,-33.07819167,18.43915278
ZA,IMLID,WPT,&nbsp;,-30.54399411,30.024914
ZA,IMLUT,WPT,&nbsp;,-30.50997222,15.68409444
ZA,IMPOD,WPT,IMPOD,-23.61200297,28.26884672
ZA,IMPOK,WPT,&nbsp;,-27.5,14.05833333
ZA,IMROG,WPT,&nbsp;,-32.17858611,26.65400833
ZA,IMSIR,WPT,&nbsp;,-27.99603611,24.96699722
ZA,IMSOL,WPT,"&nbsp;

FAWB RNAV GNSS",-25.74413992,28.39269386
ZA,IMSOM,WPT,&nbsp;,-33.93441636,18.00867808
ZA,IMSUL,WPT,"&nbsp;

FASS RNAV ARR/DEP",-27.34316667,24.3685
ZA,IMTET,WPT,&nbsp;,-26.338375,30.88515833
ZA,ITGAD,WPT,&nbsp;,-31.71666667,10
ZA,ITGIV,WPT,&nbsp;,-32.93333333,-10
ZA,ITKIT,WPT,&nbsp;,-33.36035142,26.16400333
ZA,ITKOT,WPT,&nbsp;,-28.06143728,18.61121739
ZA,ITLIK,WPT,&nbsp;,-35.26666667,14.99916667
ZA,ITMEK,WPT,&nbsp;,-34.2,15
ZA,ITMIL,WPT,&nbsp;,-29.03084722,31.81066667
ZA,ITNOX,WPT,&nbsp;,-28.24285953,17.88927108
ZA,ITROL,WPT,&nbsp;,-25.03554717,27.43482614
ZA,IXAKU,WPT,&nbsp;,-31.37501667,26.97961944
ZA,IXARA,WPT,&nbsp;,-27.97428611,28.89446667
ZA,IXEBI,WPT,&nbsp;,-31.96472778,26.34648056
ZA,IXEKI,WPT,&nbsp;,-28.51206944,27.67690278
ZA,IXEPI,WPT,"&nbsp;

FASS RNAV ARR/DEP",-27.57916667,22.95733333
ZA,IXESU,WPT,&nbsp;,-26.51055556,31.33305556
ZA,KATOR,WPT,&nbsp;,-33.48873975,22.64287961
ZA,KEBAT,WPT,&nbsp;,-27.5,18.3
ZA,KODES,WPT,&nbsp;,-33.14444444,18.75555556
ZA,MITAR,WPT,&nbsp;,-27.87874017,18.33107189
ZA,MUNES,WPT,&nbsp;,-40.33333333,-10
ZA,MUVAL,WPT,&nbsp;,-26.62444444,31.16583333
ZA,NAMGU,WPT,&nbsp;,-30.284484,29.79957
ZA,NESAG,WPT,&nbsp;,-24.94672308,28.85098364
ZA,NESAN,WPT,&nbsp;,-25.49691081,28.11821011
ZA,NESEK,WPT,&nbsp;,-25.03166667,26.61666667
ZA,NESUS,WPT,&nbsp;,-30.67447222,21.76507222
ZA,NEVAR,WPT,&nbsp;,-27.51343056,17.83272222
ZA,NEVEN,WPT,&nbsp;,-27.48309819,28.04919569
ZA,NEVUK,WPT,NEVUK,-24.83900889,29.92340136
ZA,NEVUL,WPT,NEVUL,-27.44253889,22.48598278
ZA,NEXIS,WPT,&nbsp;,-25.85416944,31.20356389
ZA,NEXIT,WPT,&nbsp;,-30.52442222,20.37593611
ZA,NEXUL,WPT,&nbsp;,-31.36054167,29.24687778
ZA,NEXUP,WPT,&nbsp;,-27.11514056,22.74340472
ZA,NIBEX,WPT,&nbsp;,-26.823767,27.670391
ZA,NIBOP,WPT,&nbsp;,-31.25436944,29.13079167
ZA,NIDAL,WPT,&nbsp;,-32.70544167,18.23695833
ZA,NIDEM,WPT,&nbsp;,-29.56930556,28.73586111
ZA,NIDIG,WPT,&nbsp;,-28.80188611,27.00513333
ZA,NIDOX,WPT,&nbsp;,-31.18299444,24.61283611
ZA,NOKOX,WPT,&nbsp;,-33.02061969,19.71759453
ZA,ODKER,WPT,&nbsp;,-24.14166667,28.08333333
ZA,ODOTU,WPT,&nbsp;,-17.16666667,11.96666667
ZA,OKBIL,WPT,&nbsp;,-31.21229444,23.39758611
ZA,OKBUS,WPT,OKBUS,-30.49651111,28.31275833
ZA,OKDIN,WPT,&nbsp;,-28.15465278,28.48995556
ZA,OKDOG,WPT,&nbsp;,-33.08333333,15
ZA,OKLEM,WPT,"&nbsp;

FACT RNAV GNSS",-33.73448611,18.88051472
ZA,OKLIL,WPT,&nbsp;,-24.81962222,30.20916214
ZA,OKLOK,WPT,&nbsp;,-32.80811581,19.37720103
ZA,OKLOL,WPT,&nbsp;,-31.00783333,28.86264167
ZA,OKPIT,WPT,&nbsp;,-25.46228333,28.74237778
ZA,OKPUN,WPT,&nbsp;,-31.792675,26.81128889
ZA,OKRAV,WPT,&nbsp;,-33.99163056,24.60349167
ZA,OKREV,WPT,&nbsp;,-30.52648056,28.03351667
ZA,OKRIP,WPT,OKRIP,-25.88282222,30.69275278
ZA,OKRUL,WPT,&nbsp;,-30.53997778,18.86762222
ZA,OKSAD,WPT,&nbsp;,-26.82222222,30.8
ZA,OKSET,WPT,&nbsp;,-34.2169685,24.63917492
ZA,OKTAN,WPT,&nbsp;,-30.29953333,30.58148333
ZA,OKTED,WPT,&nbsp;,-34.22,19.55833333
ZA,OKTEK,WPT,&nbsp;,-27.47654064,28.46337642
ZA,OKTEL,WPT,&nbsp;,-28.13161389,15
ZA,OKTIG,WPT,&nbsp;,-28.47741111,26.77801111
ZA,ORKAN,WPT,&nbsp;,-24.54166667,26.91666667
ZA,ORNAD,WPT,&nbsp;,-25.91666667,31.96666667
ZA,OSEPA,WPT,&nbsp;,-23,0
ZA,OSKOP,WPT,&nbsp;,-31.26558889,24.14242778
ZA,OVALA,WPT,&nbsp;,-26.81760833,28.62908333
ZA,PAREK,WPT,&nbsp;,-28.4955105,16.26597428
ZA,PEDIL,WPT,&nbsp;,-25.65935264,26.85945833
ZA,RAGUL,WPT,&nbsp;,-26.44842483,27.57885725
ZA,RUDAS,WPT,&nbsp;,-24.32333333,26.735
ZA,TAVLA,WPT,&nbsp;,-22.62333333,28.29333333
ZA,TESUN,WPT,&nbsp;,-27.96235833,29.18464722
ZA,TETAN,WPT,&nbsp;,-33.66333333,19.41611111
ZA,TETIK,WPT,&nbsp;,-26.57060433,29.64036925
ZA,TETUS,WPT,&nbsp;,-25.52622222,25.63908611
ZA,TEVAP,WPT,&nbsp;,-24.74166667,32.00166667
ZA,TEVAR,WPT,&nbsp;,-27.20593608,27.30923378
ZA,TEXAB,WPT,&nbsp;,-30.53438889,16.93863611
ZA,TEXIP,WPT,&nbsp;,-26.21771389,25.507075
ZA,TEXIS,WPT,TEXIS,-33.26555833,20.382425
ZA,TEXON,WPT,&nbsp;,-25.17408333,28.01129444
ZA,TIDAX,WPT,&nbsp;,-31.50959722,28.07037222
ZA,TIDUP,WPT,TIDUP,-24.40418561,29.8366075
ZA,TIKER,WPT,&nbsp;,-32.40058889,26.17116111
ZA,TIKIG,WPT,TIKIG,-27.01691333,22.40438333
ZA,TIKIL,WPT,TIKIL,-31.25616667,23.53391667
ZA,TILIR,WPT,TILIR,-25.78118611,30.77788056
ZA,TONKA,WPT,&nbsp;,-26.12333333,32.105
ZA,TUBIN,WPT,&nbsp;,-30.033691,30.298517
ZA,UBVER,WPT,&nbsp;,-27.92269722,14.29470278
ZA,UDBUL,WPT,&nbsp;,-25.20105833,26.46666667
ZA,UDLON,WPT,&nbsp;,-27.73071389,20.81314444
ZA,UDLUM,WPT,UDLUM,-25.27277778,23.38696944
ZA,UNGEK,WPT,&nbsp;,-26.90786389,25.457325
ZA,UNGEX,WPT,"&nbsp;

FASS RNAV ARR/DEP",-27.725,23.04866667
ZA,UNGOS,WPT,UNGOS,-28.37373889,18.40301111
ZA,UNPAX,WPT,&nbsp;,-24.84857222,31.06256111
ZA,UNPEN,WPT,&nbsp;,-25.11205833,32.03253889
ZA,UNRAG,WPT,UNRAG,-28.36364444,26.01921111
ZA,UNRES,WPT,&nbsp;,-33.87869444,20.98228889
ZA,UMVET,WPT,&nbsp;,-24.93213056,31.06505
ZA,UNDIT,WPT,UNDIT,-25.44643117,29.20445658
ZA,USENA,WPT,&nbsp;,-18.46333333,-6.12
ZA,UTANI,WPT,&nbsp;,-27.22964722,21.00966667
ZA,UTEBA,WPT,&nbsp;,-26.95305525,27.03730117
ZA,UTERI,WPT,UTERI,-28.53735278,23.70229444
ZA,UTIGU,WPT,&nbsp;,-23.82999722,28.61897778
ZA,UTIMO,WPT,&nbsp;,-30.71121667,30.25181389
ZA,UTONU,WPT,&nbsp;,-28.87116389,26.80974722
ZA,UTOXO,WPT,&nbsp;,-31.60593889,29.51661667
ZA,UTREX,WPT,"&nbsp;

FASZ RNAV GNSS",-24.97222222,31.25502778
ZA,UTRUK,WPT,&nbsp;,-25.67582778,27.83258056
ZA,UTSEM,WPT,&nbsp;,-30.934625,25.968875
ZA,UTSEV,WPT,&nbsp;,-26.53191944,30.14378056
ZA,UTSIT,WPT,UTSIT,-27.38815833,22.65108444
ZA,UTUMI,WPT,&nbsp;,-30.53868889,17.461925
ZA,UTUPU,WPT,UTUPU,-24.49034739,29.68007803
ZA,UVBUD,WPT,UVBUD,-30.53573333,17.08015556
ZA,UVDEX,WPT,&nbsp;,-33.56647222,20.34297222
ZA,UVGOD,WPT,&nbsp;,-29.16201944,15
ZA,UVGUK,WPT,&nbsp;,-34.21638889,22.37991111
ZA,UVIKU,WPT,UVIKU,-33.459575,17.57385278
ZA,UVILA,WPT,&nbsp;,-27.99446125,17.87006506
ZA,UVITI,WPT,&nbsp;,-25.92853889,31.75326667
ZA,VASUR,WPT,&nbsp;,-25.56298811,27.89329747
ZA,XABDO,WPT,&nbsp;,-31.54616389,26.51328056
ZA,XADUP,WPT,&nbsp;,-31.01347222,27.93698333
ZA,XAGEN,WPT,&nbsp;,-26.06247778,27.3178
ZA,XAKIM,WPT,&nbsp;,-33.439625,26.79662778
ZA,XALIN,WPT,&nbsp;,-33.71908056,22.86707778
ZA,XALVA,WPT,&nbsp;,-32.37453056,19.56672778
ZA,XANDA,WPT,&nbsp;,-33.14974444,22.93973056
ZA,XANRO,WPT,&nbsp;,-26.41863611,26.87598611
ZA,XARMA,WPT,XARMA,-24.72544767,30.05781239
ZA,XARVI,WPT,&nbsp;,-32.69032222,26.44338056
ZA,XASMI,WPT,"&nbsp;

FASS RNAV ARR/DEP",-27.6295,23.4725
ZA,XATKU,WPT,"&nbsp;

FASS RNAV ARR/DEP",-27.38083333,23.4075
ZA,XATNU,WPT,XATNU,-24.61194244,30.19215711
ZA,XAVMU,WPT,&nbsp;,-30.54130556,18.2845
ZA,XORER,WPT,&nbsp;,-28.29311667,28.17701111
ZA,XOXOR,WPT,&nbsp;,-32.83565833,25.99442222
ZA,XOTOP,WPT,&nbsp;,-27.99685,27.63514722
ZA,XUDAN,WPT,&nbsp;,-27.51144722,16.16851667
ZA,XUGOL,WPT,&nbsp;,-34.17614722,20.19099722
ZA,XUGUV,WPT,&nbsp;,-27.27039722,24.042575
ZA,ALDOV,WPT,ALDOV,-30.62,15
ZA,ANTEP,WPT,Additional AORRA Entry/EXIT gates - ref S046/11,-24,13.60666667
ZA,ANTOM,WPT,ANTOM,-29.83333333,15
ZA,AVANA,WPT,AVANA,-37,26
ZA,BISUL,WPT,BISUL,-43.52277778,-53
ZA,BIVEN,WPT,BIVEN,-36.58333333,-53.08611111
ZA,BUXIR,WPT,BUXIR,-32,15
ZA,CIDER,WPT,CIDER,-24.1305,-40.27316667
ZA,DULGO,WPT,Additional AORRA Entry/EXIT gates - ref S046/11,-25,13.99666667
ZA,EGLAS,WPT,EGLAS,-48,-53
ZA,EGVOL,WPT,EGVOL,-34.04694444,31.02944444
ZA,EKALO,WPT,EKALO,-22.43333333,-38.14666667
ZA,EPNET,WPT,EPNET,-37.00944444,23.98444444
ZA,ETBOR,WPT,ETBOR,-37.00138889,27.71166667
ZA,ETUDU,WPT,Additional AORRA Entry/EXIT gates - ref S046/11,-21.23333333,12.72255
ZA,GAPEL,WPT,GAPEL,-8.285,0.316666667
ZA,GEPAB,WPT,GEPAB,-37.01138889,18.51166667
ZA,GEPEV,WPT,GEPEV,-35.07833333,29.98666667
ZA,GARUP,WPT,GARUP,-18.86333333,-37.67333333
ZA,GUXOR,WPT,GUXOR,-37.375,-53
ZA,IBLOK,WPT,IBLOK,-18.79444444,11.67611111
ZA,IMKAM,WPT,IMKAM,-31.23888889,15.00861111
ZA,ITLIK,WPT,ITLIK,-35.26666667,14.99916667
ZA,ITMEK,WPT,ITMEK,-34.2,15
ZA,IRIRO,WPT,IRIRO,-60,-53
ZA,NEPUM,WPT,NEPUM,-32.26416667,32.46194444
ZA,NERAX,WPT,NERAX,-36.01861111,29.02777778
ZA,NEVEP,WPT,Additional AORRA Entry/EXIT gates - ref S046/11,-20.33333333,12.23456667
ZA,NIBEK,WPT,NIBEK,-22.97527778,13.215
ZA,NIGAM,WPT,NIGAM,-26.56561111,14.61944444
ZA,OKDOG,WPT,OKDOG,-33.08333333,15
ZA,OKTEL,WPT,OKTEL,-28.13161389,15
ZA,ONTAR,WPT,ONTAR,-9.666666667,11.4
ZA,OPAPO,WPT,OPAPO,-7.8,11.5
ZA,OSUKO,WPT,OSUKO,-9.016944444,-1.601111111
ZA,POLVA,WPT,POLVA,-18.59,-38.52
ZA,PORGA,WPT,PORGA,-18.68,-38.24333333
ZA,SISET,WPT,SISET,-13.1275,-13.05805556
ZA,TERBA,WPT,TERBA,-4.785833333,0.583333333
ZA,URAPI,WPT,URAPI,-9.818611111,-3.801944444
ZA,UVGOD,WPT,UVGOD,-29.16201944,15
ZA,ANTOM,WPT,ANTOM,-29.83333333,15
ZA,ANVED,WPT,ANVED,-31.16096389,33.10961944
ZA,APLUK,WPT,&nbsp;,-28.87027778,34.42555556
ZA,ATLOP,WPT,ATLOP,-21.46333333,60.09666667
ZA,AVANA,WPT,AVANA,-37,26
ZA,AXOTA,WPT,AXOTA,-25.905,50
ZA,EGSOX,WPT,EGSOX,-28.39220833,34.69205
ZA,EGVOL,WPT,EGVOL,-34.04694444,31.02944444
ZA,EPNET,WPT,EPNET,-37.00944444,23.98444444
ZA,ETBOR,WPT,ETBOR,-37.00138889,27.71166667
ZA,GEPAB,WPT,GEPAB,-37.01138889,18.51166667
ZA,GEPEV,WPT,GEPEV,-35.07833333,29.98666667
ZA,GEVIS,WPT,GEVIS,-29.69374722,33.96043333
ZA,IMKAM,WPT,IMKAM,-31.23894444,15.00861111
ZA,MERIB,WPT,MERIB,-30.06666667,112.7516667
ZA,NEPUM,WPT,NEPUM,-32.26416667,32.46194444
ZA,NERAX,WPT,NERAX,-36.01861111,29.02777778
ZA,STUGE,WPT,STUGE,-31.81333333,113.42
ZA,IBMAD,WPT,IBMAD,-29.27504189,26.41551297
ZA,EGPID,WPT,EGPID,-29.27383203,26.18682892
ZA,UNRIM,WPT,UNRIM,-29.37473564,26.30047956
ZA,BL1T1,WPT,BL1T1,-29.27448586,26.30117019
ZA,BL1F1,WPT,BL1F1,-29.19094325,26.30174425
ZA,BL1MP,WPT,BL1MP,-29.10507778,26.30232778
ZA,BL001,WPT,BL001,-29.00343056,26.30303056
ZA,UNLOD,WPT,UNLOD,-28.91815278,26.4176
ZA,IMGUR,WPT,IMGUR,-28.81794444,26.30435833
ZA,DUGSO,WPT,DUGSO,-28.91762778,26.1897
ZA,BL2T1,WPT,BL2T1,-28.9182,26.30365
ZA,BL2MP,WPT,BL2MP,-29.08195556,26.30249167
ZA,BL2F1,WPT,BL2F1,-29.00174722,26.30305833
ZA,DUKVO,WPT,&nbsp;,-34.12226667,24.67584167
ZA,CF1T1,WPT,CF1T1,-34.20481111,24.69081389
ZA,XABIS,WPT,XABIS,-34.28735278,24.70581667
ZA,GENUB,WPT,GENUB,-34.21722222,24.59144722
ZA,CF1F1,WPT,CF1F1,-34.19482222,24.77028333
ZA,RW10,WPT,RW10,-34.18729806,24.82987556
ZA,XAMTA,WPT,XAMTA,-34.250625,24.99599444
ZA,CF2T1,WPT,CF2T1,-34.16811667,24.98071389
ZA,AXALU,WPT,AXALU,-34.08560556,24.96546667
ZA,CF2F1,WPT,CF2F1,-34.17823889,24.90129444
ZA,RW28,WPT,RW28,-34.18579944,24.84171528
ZA,OKLEM,WPT,&nbsp;,-33.73448611,18.88051472
ZA,CT524,WPT,&nbsp;,-33.82104,18.81942167
ZA,CT606,WPT,&nbsp;,-33.98591694,18.75906694
ZA,CT604,WPT,&nbsp;,-33.99769111,18.75278361
ZA,CT602,WPT,&nbsp;,-34.00780778,18.65280139
ZA,RW34,WPT,&nbsp;,-33.97226222,18.61043444
ZA,CT612,WPT,&nbsp;,-33.94262861,18.57515667
ZA,CT614,WPT,&nbsp;,-33.91323167,18.56062833
ZA,CT616,WPT,&nbsp;,-33.896535,18.56062833
ZA,CT618,WPT,&nbsp;,-33.83225139,18.50236778
ZA,RIV,WPT,&nbsp;,-33.79956944,18.36447222
ZA,OKLEM,WPT,&nbsp;,-33.73448611,18.88051472
ZA,CT422,WPT,&nbsp;,-33.76038444,18.84203972
ZA,CT414,WPT,&nbsp;,-33.78655611,18.7913775
ZA,CT412,WPT,&nbsp;,-33.82384889,18.71905167
